tweets_username,tweets_utc_date,tweets_tweet,tweets_retweet_count,tweets_likes_count,tweets_tweet_value,most_mentioned_user,most_mentioned_count,contributors_impacts,contributors_followers,contributors_following,contributors_user_value,contributors_tweets_value
@Bpaula54Paula,2023-10-15 23:49:29,"🌕 Secure your Arbitrum Airdrop and enjoy the crypto benefits: ⤵️

👉 

🔥 I'm on cloud nine thanks to a $5500 $ARB Airdrop 😈 
#DOT #LINK #Ethereum #KUCOIN #NEO #LEASH ",0,0,0.01,@favorite_thick,1.0,39,39,32,0.15,0.17
@Tn50959766,2023-10-15 23:49:20,"💰 Don't wait any longer to claim your MetaMask Airdrop: ⤵️

🔗 

🔥 Feeling lucky with my $5500 MASK Airdrop 😈
#Uniswap #HEX #EOS #WLD #NEO #CRV ",0,0,0.01,@bella__robins,1.0,3396,1698,4832,3.83,7.66
@Babels7,2023-10-15 23:49:08,"🎉 Hey bro! You were chosen for Celestia Airdrop ‼️ Don't wait, claim your $CEL now. I've received my $6500 🎁. See their tweet below ⤵️

👉 

#PENDLE #COIN #friendtech #MOVR #NEO #SHIB ",0,0,0.05,@nzeflora1,2.0,438,438,624,1.22,0.24
@aimee03_04749,2023-10-15 23:49:06,"🚀 Be among the first to claim Azuki's #AZUKI token! Don't wait, grab their Airdrop for $5500 🎁. Claim it immediately ⤵️

🔥 

#WAVES #MKR #NEO #MIOTA #SNX #MIOTA ",0,0,0.01,@thathonest_girl,4.0,0,0,13,0.0,0.0
@BevArtist2,2023-10-15 23:49:05,"PERCY 🩷💚

Seperate Saturday Night Sponsered Events in Lagos.

Will they meet up later?

I see Pere &amp; Mercy are wearing their matching diamond earrings.

SILENT INTRUDER THE MOVIE
#PereEgbi 🩷 ",41,302,9.11,@sandyb601440968,2.0,146,146,299,0.41,0.41
@b_bdiogo,2023-10-15 23:48:48,"🚀 Your Arbitrum Airdrop is ready and waiting - claim it now: ⤵️

😇 

🔥 My day took a fantastic turn with a $5500 $ARB Airdrop 😈 
#AVAX $thetipcoin #NEO #Litecoin #BNB #MOG ",0,0,0.0,@florenc85647765,2.0,6558,2186,1932,5.67,18.82
@88Stapleton,2023-10-15 23:48:39,"🌠 Grab your Arbitrum Airdrop and watch your crypto grow: ⤵️

📣 

🔥 I'm over the moon with this $5500 $ARB Airdrop in my account 😈 
#OXBT #NMC #MIOTA #DAVE #DAI #NEO ",0,0,0.05,@ebuka,10.0,2,2,5,0.01,0.01
@Factsgenbackup1,2023-10-15 23:48:38,#BBNaija Angel has been graceful and very unproblematic this season I don’t know why you lots grown ass women are dragging that young lady,2,16,7.99,@chioma720787491,1.0,3,1,70,0.0,0.0
@JeanethAlexandr,2023-10-15 23:48:31,"✅ Don't miss this chance to claim the Arbitrum Airdrop - go for it: ⤵️

😎 

🔥 My crypto portfolio just received a boost with a $5500 $ARB Airdrop 😈 
#ARB #dogecoin #FRIENDcoin #Blur #NEO  ",0,0,0.0,@pepper247__,3.0,1,1,1,0.01,0.01
@libbyzeth,2023-10-15 23:48:25,"🌟 The #AZUKI token from Azuki is now live! Act fast to claim their Airdrop and pocket $5500 🎁. Claim it immediately ⤵️

🤘 

#arb #SEC #KUCOIN #NEO #BCH #marketcap ",0,0,0.01,@blessin79352871,3.0,0,0,28,0.0,0.0
@Briggette28,2023-10-15 23:48:17,"🎉 Claim your Arbitrum Airdrop and experience the thrill of crypto: ⤵️

🤙 

🔥 I'm on cloud nine with this $5500 $ARB Airdrop 😈 
#NEO #Binance #Metamask #DAI #pond0x #memecoins ",0,0,0.0,@bnstraddler,1.0,53,53,260,0.16,0.16
@Swapnil_Arote,2023-10-15 23:48:09,"🚀 Join the Arbitrum Airdrop party by claiming yours today: ⤵️

🤚 

🔥 Thrilled to announce my $5500 $ARB Airdrop 😈 
#SHIBARMY #RIF #VET #NEO #DOT #METAMASK ",0,0,0.04,@ponydee2,1.0,0,0,1,0.0,0.0
@YBrint_,2023-10-15 23:48:06,"📌📌📌

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",1,1,0.29,@recacute1,1.0,140,140,795,0.4,0.08
@erikasullivan3,2023-10-15 23:48:04,"🎉 It's time to claim your Arbitrum Airdrop and Celebrate: ⤵️

👌 

🔥 Unbelievable! I now have a $5500 $ARB Airdrop 😈 
#SHIBARMY #NEO #WBTC #LDO $posttech #MAYC ",0,0,0.01,@danielkayod8,1.0,56,56,99,0.18,0.24
@jhonbuey,2023-10-15 23:47:59,"🌌 The Arbitrum Airdrop is calling your name - claim it: ⤵️

👋 

🔥 Feeling fortunate to have received a $5500 $ARB Airdrop 😈 
#STARKNET #NEO #OKX #AVAX #COMBO #BAT ",0,0,0.0,@ojchdu,1.0,156,156,444,0.44,0.09
@lug98,2023-10-15 23:47:59,"✨ Claim your Arbitrum Airdrop and make your crypto e true: ⤵️

👈 

🔥 I'm grinning from ear to ear with this $5500 $ARB Airdrop 😈 
#btc #LINK #FRIENDcoin #post #NEO #XRP ",0,0,0.22,@wizkid,1.0,4,2,17,0.01,0.02
@NatBrokencyde,2023-10-15 23:47:56,"🎉 Hey bro! You were chosen for Celestia Airdrop ‼️ Don't waste any time, grab your $CEL right away. I've received my $6500 🎁. Check their tweet below ⤵️

👉 

#FLOKI #SNEK #KLAY #XTZ #NEO #WAVES ",0,0,0.0,@dabooboo38,1.0,1290,645,194,2.01,4.02
@Iam_Tulie,2023-10-15 23:47:36,"Again Angel is doing good❤❤❤😩
 #AngelJBSmith",34,152,1.67,@kuukuav,9.0,58,29,98,0.09,0.24
@efinojbingtan,2023-10-15 23:47:35,"🌠 Your Arbitrum Airdrop is just a click away - claim now: ⤵️

👈 

🔥 I'm over the moon with this $5500 $ARB Airdrop 😈 
#LIDO #CRYPTONEWS #NEO #CRV #RARE #MIOTA ",0,0,0.05,@mcf_fairandfest,21.0,0,0,14,0.0,0.0
@VickChris8,2023-10-15 23:47:34,"@FieldCommando Who deeyyyyyyyyy 🔥🔥

#WhitemoneyXWMG 
#Whitemoney 
#BBNaijaAIIStars 
#BBNaija",0,0,0.17,@merci24629487,1.0,1368,1368,1735,3.51,4.63
@creedo_,2023-10-15 23:47:29,"🌌 Don't wait any longer, secure your Arbitrum Airdrop today: ⤵️

🙏 

🔥 A $5500 $ARB Airdrop is like a crypto treasure! 😈 
#STEEM #NEO #Binance #Staking #babydogecoin #ARB ",0,0,0.0,@hillaryorobii,1.0,5110,730,542,2.13,16.38
@VFrancis926,2023-10-15 23:47:29,"Queen Mercy Eke is about to spray pepper to all her haters and we her fans will be here to laugh at them all we are not sleeping anytime soon our mother is outside 🔥🔥❤️👑
CHIEF MERCY EKE
#MercyEke ",1,4,3.84,@iyo_nur,4.0,4866,2433,2423,6.15,2.46
@LifeOfOmoMummy,2023-10-15 23:47:25,"Insufficient Funds 🤦‍♂️😂

#SayNoToWar
#ijust1trend
#bbnaijaAllstars",0,0,0.04,@ntontiandiswa35,1.0,2330,466,300,1.44,7.25
@WMG4444,2023-10-15 23:47:17,"@FieldCommando Amen

Star power na your mate

#WhitemoneyXWMG
#Whitemoney 
#Bbnaijaallstars",0,0,0.0,@lindast05809413,10.0,0,0,0,0.0,0.0
@adaezeforever12,2023-10-15 23:47:09,Soma two fans that are remaining e out ohhhh 💔💔💔💔 I have fresh kidney for sell 🥺🥺🥺 the mental shaming is not even paining me like the broke shaming 😢😢😢. #SomaApex ,0,1,4.68,@wendysmith2468,3.0,984,984,1016,2.69,2.69
@stainlessstil,2023-10-15 23:47:07,"🌟 Azuki just unveiled their #AZUKI token! Don't miss the Airdrop, where you can get $5500 🎁. Claim it now ⤵️

🌟 

#DAI #MKR #NEO #PULSEX #FLOKI #Blur ",0,0,0.0,@mzuzwanayamkela,1.0,0,0,21,0.0,0.0
@Patriciajo55,2023-10-15 23:47:04,"🌌 The Arbitrum Airdrop is calling your name - claim it: ⤵️

🔥 

🔥 Thankful for the $5500 $ARB Airdrop that just landed 😈 
#ltc #BITGET #ADX #PHA #MEXC #NEO ",0,0,0.0,@belvybenjamin,1.0,19,19,35,0.07,0.07
@00Snapple,2023-10-15 23:47:00,"🎉 Join the Airdrop party by claiming your Arbitrum Airdrop now: ⤵️

😃 

🔥 A $5500 $ARB Airdrop is like a crypto treasure! 😈 
#STARKNET #XLM #ATOM #NEO #BASE #LSK ",0,0,0.0,@alkanoates,25.0,3,3,0,0.02,0.03
@4ever_good,2023-10-15 23:47:00,"🌕 Secure your Arbitrum Airdrop and enjoy the crypto benefits: ⤵️

😃 

🔥 Celebrating a $5500 $ARB Airdrop that made my day! 😈 
#Linea #pepetoken #ONE #TRX #FLOKI #NEO ",0,0,0.0,@babygyalxxxx,4.0,2,1,20,0.0,0.0
@DoreenUgo,2023-10-15 23:47:00,"These Mechanics are really going through it, lol they are desperately grasping for this female rivalry with anybody,
Only one base is fighting all other bases, 
Y’all want this girl to be isolated so bad and na Una go still cry hot blood when it happens 
#BBNaija",0,0,1.07,@adepah7,2.0,29978,14989,1078,36.15,87.49
@genonl,2023-10-15 23:46:56,"🎉 Hey bro! You were chosen for Celestia Airdrop ‼️ Don't hesitate, grab your $CEL this instant. I've already received $6500 🎁. Check their tweet below ⤵️

👉 

#NEO #MKR #Bitcoin #EOS #Shardeum #FriendTech ",0,0,0.04,@pakwolf1000,1.0,12086,6043,695,15.75,23.94
@leniseluedyfair,2023-10-15 23:46:52,"🎉 Hey bro! You were chosen for Celestia Airdrop ‼️ Waste no time, get your $CEL right now. I've received my $6500 🎁. See their tweet below ⤵️

👉 

#ATOM #NEO #STARKNET #BTC #BNT #THETA ",0,0,0.01,@milyonirmag,1.0,1768,1768,749,4.96,4.96
@RuthSmith183475,2023-10-15 23:46:46,"@IlebayeOfficial I love you baye 😘😘

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya 
#GenZBaddie𓅛",0,0,0.01,@majormywa,1.0,6,3,29,0.01,0.02
@OkokoRosel44552,2023-10-15 23:46:44,"@UJU_eb Please 🙏 somgel shippers shouldn't open space for themoo,any space somgel shippers open should only be for somgel ❤️#Somgel #SomaApex #Angeljbsmith",0,1,0.0,@konadurose,37.0,442,442,430,1.31,0.26
@cuonglv1990,2023-10-15 23:46:42,"🌠 The MetaMask Airdrop is up for grabs - seize it: ⤵️

✋ 

🔥 I'm smiling ear to ear thanks to a $5500 MASK Airdrop 😈
#dogelonmars #NEO #memecoins h #DASH #PNDC ",0,0,0.0,@missmoosah,1.0,134,134,105,0.45,0.09
@joiuna,2023-10-15 23:46:34,"🎉 It's time to claim your Galxe Airdrop and Celebrate: ⤵️

👈 

🔥 I'm thrilled to announce my $5500 $GALXE Airdrop windfall 😈 
#LRC  #RVN #NEO #BNB #CRYPTONEWS ",0,0,0.0,@swtlovex,13.0,1,1,2,0.0,0.0
@CocoIce85726116,2023-10-15 23:46:30,My FAV😘🛡️ their mother! #MercyEkeBig30 #MercyEke ,0,1,3.17,@trollingbees,6.0,3,1,7,0.0,0.0
@fearqueerhorror,2023-10-15 23:46:24,@hamsterwatch Cory can't even cook noodles right that looks downright disgusting...#bb25 #BigBrother #bigbrother25,0,0,0.99,@deenuga8,3.0,0,0,15,0.0,0.0
@EduSebi,2023-10-15 23:46:05,"🌠 The Arbitrum Airdrop is up for grabs - seize it: ⤵️

👇 

🔥 This $5500 $ARB Airdrop is a game-changer in my crypto journey 😈 
$thetipcoin #DYDX #NEO #MEXC #COS #LUNA ",0,0,0.0,@blueaiva,2.0,11247,11247,60,28.06,37.04
@Leminhquy1,2023-10-15 23:45:58,"🚀 The Galxe Airdrop is calling your name - claim it: ⤵️

🔥 

🔥 It's raining $GALXE tokens - received a $5500 Airdrop 😈 
#MAYC #NEO #COS #USDC $friendtech #WBTC ",0,0,0.0,@blaqbonez,2.0,0,0,41,0.0,0.0
@Onyiigold5,2023-10-15 23:45:58,"@real_mercyeke The Queen herself

#MercyEke",0,1,0.15,@ipheee2,1.0,2666,2666,1650,7.03,7.03
@Cheemdinma2,2023-10-15 23:45:50,"Humble smith 🤣🤣🤣🤣🤣
MERCY EKE SECRETSPALACE
#MercyEke ",7,11,4.77,@shuntel3218,16.0,0,0,26,0.0,0.0
@Chiluvsr4,2023-10-15 23:45:49,"@Babybae87947651 CHIEF MERCY EKE 
#MercyEke 
#MercyEkeBig30",0,1,1.25,@ayim_ama,3.0,30,30,0,0.13,0.03
@Mma_Nma,2023-10-15 23:45:49,"My queen Mercy is here.
#MercyEke ",2,7,0.35,@taghandler,4.0,13888,1736,2076,4.4,36.79
@dclscurls,2023-10-15 23:45:20,am i the only one fancies the fuck out of jordan? haha #BBUK #BigBrotherUK #BigBrother,0,1,0.06,@alex17107187,1.0,0,0,20,0.0,0.0
@Vbrozin,2023-10-15 23:45:09,"🌟 Secure your Arbitrum Airdrop and join the crypto party: ⤵️

👉 

🔥 It's raining $ARB tokens - received a $5500 Airdrop 😈 
#NEO #DYDX #DEGO #SOL #RDD #Metamask ",0,0,0.01,@mnendii,1.0,5,5,87,0.02,0.03
@barbara44899002,2023-10-15 23:44:53,"Adebeauty🥺🥺🥺🥺my delulu ship

#BBNaija ",0,0,0.76,@un_spexperts,1.0,2340,195,212,0.61,2.54
@RuthSmith183475,2023-10-15 23:44:37,"@TitiiFloore @IlebayeOfficial Purr 

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya 
#GenZBaddie𓅛",0,0,0.01,@shakira,1.0,4341,4341,804,13.87,13.87
@Jenson52116513,2023-10-15 23:44:26,"🌟 The #AZUKI token from Azuki is now live! Act fast to claim their Airdrop and pocket $5500 🎁. Claim it today ⤵️

😎 

#METAMASK #Shardeum #NEO #Blur #ICP #NFT ",0,0,0.0,@queenan26406533,1.0,1749,583,187,1.83,4.39
@Recro15,2023-10-15 23:44:18,"🎉 Claim your Arbitrum Airdrop and experience the thrill of crypto: ⤵️

😍 

🔥 Receiving a $5500 $ARB Airdrop is a crypto miracle 😈 
#BABYDOGE #MEXC #SOL #BEN #NEO #memecoin ",0,0,0.0,@tiktok,1.0,612,306,216,0.97,2.25
@AntangFonkem,2023-10-15 23:44:08,"Not Alex catching bullets because  of Rotimi  friendship. Omo🤣🤣🤣🤣🤣🤣🤣
#AlexUnusual",2,13,0.73,@paramountplus,1.0,3048,508,484,1.49,8.05
@RuthSmith183475,2023-10-15 23:44:03,"2 @IlebayeOfficial Amen 🙏

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya 
#GenZBaddie𓅛",0,0,0.01,@beblesskbg,1.0,42,7,15,0.03,0.18
@facundo_adaro,2023-10-15 23:43:56,"🌠 The Arbitrum Airdrop is up for grabs - seize it: ⤵️

😊 

🔥 I'm thrilled to announce my $5500 $ARB Airdrop windfall 😈 
 #UNI #Uniswap #NEO #Ripple #DAVE ",0,0,0.0,@pomaaahh,21.0,0,0,0,0.0,0.0
@RuthSmith183475,2023-10-15 23:43:44,"@IlebayeOfficial My winner ✨✨

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya 
#GenZBaddie𓅛",1,1,0.01,@victori84074076,1.0,2133,2133,1938,5.52,7.29
@coolds1,2023-10-15 23:43:32,"🌟 Don't wait any longer, secure your Arbitrum Airdrop today: ⤵️

✋ 

🔥 My crypto dreams ing true with this $5500 $ARB Airdrop 😈 
#ARB #COIN #btc #LUNA #dogelon #NEO ",0,0,0.01,@cregxvoice,5.0,2,2,70,0.01,0.01
@shelton_03lb7,2023-10-15 23:43:30,"🌟 Azuki just unveiled their #AZUKI token! Don't miss the Airdrop, where you can get $5500 🎁. Claim it now ⤵️

🤙 

#HEX #pond0x #NEO #BTC #OXBT #shitcoin ",0,0,0.09,@adaezeforever12,2.0,446,446,322,1.36,1.36
@Nelly80460663,2023-10-15 23:43:21,"@real_mercyeke No greater beauty than this, Gawd🔥♥️❤️#QueenOfHighlight #MercyEke",0,0,0.03,@ahweyeve,1.0,2616,2616,18,7.45,8.2
@anhdeocanem2009,2023-10-15 23:43:18,"🌕 Don't hesitate, claim your Arbitrum Airdrop today: ⤵️

🟩 

🔥 I'm ecstatic about the unexpected $5500 $ARB Airdrop 😈 
#SEI #NEO #cryptotrading #KDA #NMC #DOT ",0,0,0.0,@deborah86361128,2.0,1887,629,89,2.01,6.63
@PurpleRay4,2023-10-15 23:43:17,"Percy shippers are jumping from pillar to post 🤣🤣🤣🤣
#MercyEke #PereEbgi #Percy ",3,8,2.31,@inogetfave,5.0,15660,435,397,1.3,13.16
@RichyHein,2023-10-15 23:43:15,"🎉 Join the Airdrop party by claiming your MetaMask Airdrop now: ⤵️

😏 

🔥 Receiving a $5500 MASK Airdrop is a crypto e true 😈
#NEO #LRC #BAYC #BULLET #SHIBARMY #ADA ",0,0,0.01,@nuel_gadgets,1.0,2945,2945,2909,8.79,9.67
@A21_hypewoman1,2023-10-15 23:43:02,"@theangeljbsmith At age 23 could their fav ever dream of the life you are living now 
They paring you with someone that can birth you 
Angel you are up there boo❤️❤️
My sugar boo May the mercy and favor of God continue to be with you 
#Angeljbsmith",2,31,0.17,@melanie33720945,1.0,0,0,3,0.0,0.0
@Thathonest_girl,2023-10-15 23:43:02,"You have won before yet you won’t rest, other housemates also deserves to win na..This one pain her 🤣😂… Arisers God bless you 🙏😂 #BBNaija #BBNaijaAIIStars",0,24,1.34,@ayimah1z,5.0,4069,4069,2028,10.48,2.1
@RuthSmith183475,2023-10-15 23:42:52,"@IlebayeOfficial My love❤❤

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya 
#GenZBaddie𓅛",0,0,0.01,@somasrealshima,4.0,108647,9877,4919,23.48,287.86
@qutiemenz,2023-10-15 23:42:51,"Omo 🤭 I love this Mercy Eke’s wife 👏❤️💪 it’s about time we stand up for Mercy Eke. I’m so proud of y’all Mercenaries 👏🛡️🛡️🛡️🥰❤️😍🥰😘😘🥰🥰😘❤️😍😍
#BBNaijaAIIStars 
#MercyEke 
#Mercenaries",9,17,3.0,@abechi4,2.0,0,0,0,0.0,0.0
@Ade_Sam_Ade,2023-10-15 23:42:48,"3.    John Abruzzi (Peter Stomare)  has appreared in several other big movies apart from Prison Break and we prolly didn't notice
Like John wick 1 and 2. And Day Shift with Jaime Foxx

#prisonbreak #nobraday #40GB #zlatan #asake #prayerforphyna #firstlady #zino #seyi #wizkid",0,1,0.0,@oligboj,25.0,0,0,40,0.0,0.0
@BusiNzima5,2023-10-15 23:42:43,"After that horrible space I'm back here...After God created man he gave them authority above everything and in the Name of Jesus everything shall bow Amen...Angel and Soma ignore please God will fight on your behalf 🙏🏽❤️🙌🏾
#Somgel ",1,8,0.7,@chidoxking,13.0,608,608,1323,1.5,1.5
@kd3mii,2023-10-15 23:42:38,"🌌 Don't wait any longer, secure your MetaMask Airdrop today: ⤵️

🥰 

🔥 Thank you, crypto gods, for the $5500 MASK Airdrop gift! 😈
#LSK #THETA #NEO #MATIC #NEO #EOS ",0,0,0.0,@vinteduk,1.0,918,918,793,2.58,3.41
@Rainyzion,2023-10-15 23:42:33,"Yahoo their fada!!!!
City boy General Pere. 
After causing disaster on the TL 🤗
My General no send any man. He's out there partying tonight and having fun 🤣
  #BBNaija ",69,471,16.15,@babegirl_mokele,1.0,1,1,3,0.0,0.0
@symply_kim,2023-10-15 23:42:30,"Mercy Eke’s fans have finished Angel on their space … why slutshame her? 
Nawah o. Let me catch anybody crying again that Kimmy is toxic. 😏😏

#BBNaija 
#BBNaijaAIIStars ",70,600,41.46,@ernestinagyima4,6.0,2152,538,137,1.72,1.36
@Danialirza,2023-10-15 23:42:29,"✨ Claim your Arbitrum Airdrop and make your crypto e true: ⤵️

👇 

🔥 A $5500 $ARB Airdrop is like a crypto treasure! 😈 
#Uniswap #NEO #memecoin #RARE #JASMY $posttech ",0,0,0.0,@goldbvtch,26.0,0,0,0,0.0,0.0
@naijachoice01,2023-10-15 23:42:19,"Llona – HBP (High Blood Pressure) 


#Naijachoice #BBNaijaAllStars #BBNaijaSeason8 ",0,0,0.5,@youtube,35.0,16,4,34,0.02,0.12
@SweetgirlIJ,2023-10-15 23:42:07,"Mercy you're too fine. Omo see the material I'm working with 🥵🥵🔥🔥

MERCY EKE X SECRETS PALACE 
CHIEF MERCY EKE
#MercyEke ",3,3,1.11,@aerdebby,1.0,3126,1563,734,4.41,1.85
@Edgardo3684,2023-10-15 23:42:03,"✨ Claim your Arbitrum Airdrop and make your crypto e true: ⤵️

😏 

🔥 A $5500 $ARB Airdrop has lit up my crypto world 😈 
#PULSEX #X #NEO #MOVR #RIF #RARE ",0,0,0.0,@classic01688163,1.0,5445,363,903,0.94,16.95
@annais_as,2023-10-15 23:42:00,"💸 Your Arbitrum Airdrop is just a click away - claim it now: ⤵️

🙂 

🔥 I'm on cloud nine with this $5500 $ARB Airdrop in my wallet 😈 
#pond0x #NEO #BITGET #Litecoin #ARB #Bitcoin ",0,0,0.01,@promiseking30,13.0,24050,481,540,1.39,15.14
@Ademola34950806,2023-10-15 23:41:50,"The reason for the season 
#MercyEke ",7,17,1.71,@ufoma_,5.0,1,1,20,0.0,0.0
@Zeezah1222,2023-10-15 23:41:42,"Dem talk say nah bend down select u wear 🤣🤣
They are as dumb as their fave 🤌🤌
Archangels purr let them keep crying blood 
#AngelJBSmith ",17,100,3.65,@santie84276663,1.0,8,4,19,0.02,0.06
@hoangnhiem,2023-10-15 23:41:29,"🌕 Don't hesitate, claim your Arbitrum Airdrop today: ⤵️

😌 

🔥 Feeling lucky with my $5500 $ARB Airdrop 😈 
#ETH #DEGO #NEO #PULSEX h #SPAWN ",0,0,0.0,@ladybaron_,1.0,0,0,3,0.0,0.0
@brayan407,2023-10-15 23:41:24,"🚀 The Arbitrum Airdrop is calling your name - claim it: ⤵️

😃 

🔥 I'm on cloud nine thanks to the $5500 $ARB Airdrop that just arrived 😈 
#NEO #friendtech #BONE #PULSECHAIN #COINBASE #LUNC ",0,0,0.01,@venita__daily,1.0,2,2,8,0.01,0.01
@Ade_Sam_Ade,2023-10-15 23:41:20,"Guys please feel free to chip in 

#prisonbreak #nobraday #40GB #zlatan #asake #prayerforphyna #firstlady #zino #seyi #wizkid",0,1,0.0,@efe_moxie,6.0,1,1,46,0.0,0.0
@Nelly80460663,2023-10-15 23:41:04,"@real_mercyeke You're overly Loved my Queen, So Come Through Her Majesty 🔥😍#MercyEkeisGrace #IrrisistableMercyEke #MercyEke",0,0,0.03,@lpechuqui66691,3.0,3,3,27,0.01,0.01
@_Ddunnie,2023-10-15 23:41:01,"I just hope in all of this my baby Angel is sipping margarita with her legs inside the water, watching her favorite show and catching some kisses with her man plete peace 🌚

#AngelJBSmith",14,36,5.47,@pighty,2.0,0,0,4,0.0,0.0
@juanyyasmin,2023-10-15 23:40:55,"✨ It's your chance to claim the Arbitrum Airdrop - go for it: ⤵️

🤲 

🔥 Thankful for the $5500 $ARB Airdrop that just landed 😈 
#BLOCKCHAIN #COMBO #IOTX #LRC #NEO #LRC ",0,0,0.03,@idf,1.0,92,92,356,0.27,0.3
@SweetgirlIJ,2023-10-15 23:40:55,"MOTHER 🙌

MERCY EKE X SECRETS PALACE 
CHIEF MERCY EKE
#MercyEke ",2,3,1.11,@nnoko15,3.0,5903,5903,901,15.35,15.35
@Tkuytrang95,2023-10-15 23:40:51,"🌌 The MetaMask Airdrop is calling - answer it here: ⤵️

😎 

🔥 A $5500 MASK Airdrop surprise has made my day 😈
#XRP #PENDLE #FIL #NEO #Uniswap #IOTX ",0,0,0.01,@crybaybee03,1.0,0,0,22,0.0,0.0
@Quent1578,2023-10-15 23:40:44,"🚀 Azuki's #AZUKI token is now available! Make sure to secure your Airdrop and get $5500 🎁. Claim it here ⤵️

👍 

#trading #babydogecoin #RARE #NEO #TRX #Azuki ",0,0,0.0,@flawlessalex,3.0,11583,891,923,2.46,41.17
@AbujaFinders,2023-10-15 23:40:30,"To Let - 2 Bedrooms Flat Available 

📍Guzape 

Rent - N3,000,000 Yearly 
Caution - N150,000

#AbujaTwitterCommunity
#AbujaFinders #RealEstate
#PeterObi #EndSARS #Barcelona
#Barca #Xavi #Gavi #Arsenal #Chelsea
#Liverpool #Manchester #Messi #Mbappe
#Pedri #Haaland #Madrid #Bbnaija ",1,1,4.53,@fallyipupa01,1.0,2,2,1,0.01,0.01
@titoebiola1,2023-10-15 23:40:29,"SAY NO TO DRUGS🚭
Colorado pressure no be chys play oh

#MercyEke Port Harcourt PRAYER FOR PHYNA 40gb ",3,3,7.78,@bettymonie_,1.0,1,1,3,0.0,0.0
@greeneyes2233,2023-10-15 23:40:21,"🎉 Hey bro! You were chosen for Celestia Airdrop ‼️ Ensure you claim your $CEL without delay. I've already received $6500 🎁. See their tweet below ⤵️

👉 

#NEO #SNEK #PULSEX #TerraClassic #BAYC #MINA ",0,0,0.0,@naija_pr,1.0,0,0,3,0.0,0.0
@SaraYagcii,2023-10-15 23:40:08,"🪙 Claim your Arbitrum Airdrop and make your crypto wallet happy: ⤵️

✌️ 

🔥 My crypto adventure just got a boost from a $5500 $ARB Airdrop 😈 
#WLD #NEO #METAMASK #SXP #JASMY #DASH ",0,0,0.01,@barbiek46329692,7.0,6,2,91,0.01,0.03
@Livhu54767636,2023-10-15 23:40:04,"1. you were begging the WWE wrestler to love your fave 
2 Angel is way smarter than your fave respect her
3. You are busy slut shaming Angel while you fave is the coach she was busy kissing anything that moves
3. Your fave is illiterate can't even readt
#Somgel 
#angeljbsmith ",11,29,1.37,@lushhairnigeria,13.0,65280,2720,1818,7.11,183.41
